District,Week,Cases_inf5y,Cases_sup5y,Total_cases,Cumulative_cases,WIR_x10000,AR_x10000,Adm2_code
Midi,23,2,6,8,9,3.675,4.135,YE1703
Midi,24,0,0,0,9,0,4.135,YE1703
Midi,25,0,0,0,9,0,4.135,YE1703
Midi,26,1,2,3,12,1.378,5.513,YE1703
Mustaba,1,0,0,0,0,0,0,YE1706
Mustaba,2,0,0,0,0,0,0,YE1706
Mustaba,3,0,0,0,0,0,0,YE1706
Mustaba,4,0,0,0,0,0,0,YE1706
Mustaba,5,0,0,0,0,0,0,YE1706
Mustaba,6,0,0,0,0,0,0,YE1706
Mustaba,7,0,0,0,0,0,0,YE1706
Mustaba,8,0,0,0,0,0,0,YE1706
Mustaba,9,0,0,0,0,0,0,YE1706
Mustaba,10,0,0,0,0,0,0,YE1706
Mustaba,11,0,0,0,0,0,0,YE1706
Mustaba,12,0,0,0,0,0,0,YE1706
Mustaba,13,0,0,0,0,0,0,YE1706
Mustaba,14,0,0,0,0,0,0,YE1706
Mustaba,15,0,0,0,0,0,0,YE1706
Mustaba,16,0,0,0,0,0,0,YE1706
Mustaba,17,0,0,0,0,0,0,YE1706
Mustaba,18,0,0,0,0,0,0,YE1706
Mustaba,19,0,3,3,3,0.533,0.533,YE1706
Mustaba,20,1,3,4,7,0.711,1.244,YE1706
Mustaba,21,1,4,5,12,0.888,2.132,YE1706
Mustaba,22,1,10,11,23,1.954,4.086,YE1706
Mustaba,23,3,30,33,56,5.863,9.949,YE1706
Mustaba,24,6,45,51,107,9.061,19.009,YE1706
Mustaba,25,7,36,43,150,7.639,26.649,YE1706
Mustaba,26,12,40,52,202,9.238,35.887,YE1706
Najrah,1,0,0,0,0,0,0,YE1726
Najrah,2,0,0,0,0,0,0,YE1726
Najrah,3,0,0,0,0,0,0,YE1726
Najrah,4,0,0,0,0,0,0,YE1726
Najrah,5,0,0,0,0,0,0,YE1726
Najrah,6,0,0,0,0,0,0,YE1726
Najrah,7,0,0,0,0,0,0,YE1726
Najrah,8,0,0,0,0,0,0,YE1726
Najrah,9,0,0,0,0,0,0,YE1726
Najrah,10,0,0,0,0,0,0,YE1726
Najrah,11,0,0,0,0,0,0,YE1726
Najrah,12,0,0,0,0,0,0,YE1726
Najrah,13,0,0,0,0,0,0,YE1726
Najrah,14,0,0,0,0,0,0,YE1726
Najrah,15,0,0,0,0,0,0,YE1726
Najrah,16,0,0,0,0,0,0,YE1726
Najrah,17,0,0,0,0,0,0,YE1726
Najrah,18,0,0,0,0,0,0,YE1726
Najrah,19,0,0,0,0,0,0,YE1726
Najrah,20,1,3,4,4,0.918,0.918,YE1726
Najrah,21,2,12,14,18,3.214,4.132,YE1726
Najrah,22,5,38,43,61,9.871,14.003,YE1726
Najrah,23,6,32,38,99,8.723,22.726,YE1726
Najrah,24,5,22,27,126,6.198,28.924,YE1726
Najrah,25,5,16,21,147,4.821,33.745,YE1726
Najrah,26,4,3,7,154,1.607,35.352,YE1726
Qafl Shamer ,1,0,0,0,0,0,0,YE1713
Qafl Shamer ,2,0,0,0,0,0,0,YE1713
Qafl Shamer ,3,0,0,0,0,0,0,YE1713
Qafl Shamer ,4,0,0,0,0,0,0,YE1713
Qafl Shamer ,5,0,0,0,0,0,0,YE1713
Qafl Shamer ,6,0,0,0,0,0,0,YE1713
Qafl Shamer ,7,0,0,0,0,0,0,YE1713
Qafl Shamer ,8,0,0,0,0,0,0,YE1713
Qafl Shamer ,9,0,0,0,0,0,0,YE1713
Qafl Shamer ,10,0,0,0,0,0,0,YE1713
Qafl Shamer ,11,0,0,0,0,0,0,YE1713
Qafl Shamer ,12,0,0,0,0,0,0,YE1713
Qafl Shamer ,13,0,0,0,0,0,0,YE1713
Qafl Shamer ,14,0,0,0,0,0,0,YE1713
Qafl Shamer ,15,0,0,0,0,0,0,YE1713
Qafl Shamer ,16,0,0,0,0,0,0,YE1713
Qafl Shamer ,17,0,0,0,0,0,0,YE1713
Qafl Shamer ,18,0,3,3,3,0.449,0.449,YE1713
Qafl Shamer ,19,3,14,17,20,2.547,2.996,YE1713
Qafl Shamer ,20,12,19,31,51,4.644,7.64,YE1713
Qafl Shamer ,21,10,34,44,95,6.591,14.231,YE1713
Qafl Shamer ,22,16,36,52,147,7.789,22.02,YE1713
Qafl Shamer ,23,16,106,122,269,18.275,40.295,YE1713
Qafl Shamer ,24,64,363,427,696,63.962,104.257,YE1713
Qafl Shamer ,25,91,512,603,1299,90.326,194.583,YE1713
Qafl Shamer ,26,30,200,230,1529,34.453,229.036,YE1713
Qarah,1,0,0,0,0,0,0,YE1731
Qarah,2,0,0,0,0,0,0,YE1731
Qarah,3,0,0,0,0,0,0,YE1731
Qarah,4,0,0,0,0,0,0,YE1731
Qarah,5,0,0,0,0,0,0,YE1731
Qarah,6,0,0,0,0,0,0,YE1731
Qarah,7,0,0,0,0,0,0,YE1731
Qarah,8,0,0,0,0,0,0,YE1731
Qarah,9,0,0,0,0,0,0,YE1731
Qarah,10,0,0,0,0,0,0,YE1731
Qarah,11,0,0,0,0,0,0,YE1731
Qarah,12,0,0,0,0,0,0,YE1731
Qarah,13,0,0,0,0,0,0,YE1731
Qarah,14,0,0,0,0,0,0,YE1731
Qarah,15,0,0,0,0,0,0,YE1731
Qarah,16,0,0,0,0,0,0,YE1731
Qarah,17,0,0,0,0,0,0,YE1731
Qarah,18,0,0,0,0,0,0,YE1731
Qarah,19,0,0,0,0,0,0,YE1731
Qarah,20,0,0,0,0,0,0,YE1731
Qarah,21,0,0,0,0,0,0,YE1731
Qarah,22,0,0,0,0,0,0,YE1731
Qarah,23,0,2,2,2,0.493,0.493,YE1731
Qarah,24,0,2,2,4,0.493,0.986,YE1731
Qarah,25,5,10,15,19,3.697,4.683,YE1731
Qarah,26,3,31,34,53,8.38,13.064,YE1731
Sharas,1,0,0,0,0,0,0,YE1719
Sharas,2,0,0,0,0,0,0,YE1719
Sharas,3,0,0,0,0,0,0,YE1719
Sharas,4,0,0,0,0,0,0,YE1719
Sharas,5,0,0,0,0,0,0,YE1719
Sharas,6,0,0,0,0,0,0,YE1719
Sharas,7,0,0,0,0,0,0,YE1719
Sharas,8,0,0,0,0,0,0,YE1719
Sharas,9,0,0,0,0,0,0,YE1719
Sharas,10,0,0,0,0,0,0,YE1719
Sharas,11,0,0,0,0,0,0,YE1719
Sharas,12,0,0,0,0,0,0,YE1719
Sharas,13,0,0,0,0,0,0,YE1719
Sharas,14,0,0,0,0,0,0,YE1719
Sharas,15,0,0,0,0,0,0,YE1719
Sharas,16,0,0,0,0,0,0,YE1719
Sharas,17,0,0,0,0,0,0,YE1719
Sharas,18,0,0,0,0,0,0,YE1719
Sharas,19,0,0,0,0,0,0,YE1719
Sharas,20,5,14,19,19,9.153,9.153,YE1719
Sharas,21,7,16,23,42,11.08,20.232,YE1719
Sharas,22,14,26,40,82,19.269,39.501,YE1719
Sharas,23,15,32,47,129,22.641,62.142,YE1719
Sharas,24,9,22,31,160,14.933,77.075,YE1719
Sharas,25,8,36,44,204,21.196,98.271,YE1719
Sharas,26,4,19,23,227,11.08,109.35,YE1719
Wadhrah,1,0,0,0,0,0,0,YE1723
Wadhrah,2,0,0,0,0,0,0,YE1723
Wadhrah,3,0,0,0,0,0,0,YE1723
Wadhrah,4,0,0,0,0,0,0,YE1723
Wadhrah,5,0,0,0,0,0,0,YE1723
Wadhrah,6,0,0,0,0,0,0,YE1723
Wadhrah,7,0,0,0,0,0,0,YE1723
Wadhrah,8,0,0,0,0,0,0,YE1723
Wadhrah,9,0,0,0,0,0,0,YE1723
Wadhrah,10,0,0,0,0,0,0,YE1723
Wadhrah,11,0,0,0,0,0,0,YE1723
Wadhrah,12,0,0,0,0,0,0,YE1723
Wadhrah,13,0,0,0,0,0,0,YE1723
Wadhrah,14,0,0,0,0,0,0,YE1723
Wadhrah,15,0,0,0,0,0,0,YE1723
Wadhrah,16,0,0,0,0,0,0,YE1723
Wadhrah,17,0,0,0,0,0,0,YE1723
Wadhrah,18,0,0,0,0,0,0,YE1723
Wadhrah,19,0,0,0,0,0,0,YE1723
Wadhrah,20,0,6,6,6,4.147,4.147,YE1723
Wadhrah,21,3,8,11,17,7.602,11.748,YE1723
Wadhrah,22,1,1,2,19,1.382,13.131,YE1723
Wadhrah,23,3,10,13,32,8.984,22.115,YE1723
Wadhrah,24,7,11,18,50,12.44,34.554,YE1723
Wadhrah,25,3,7,10,60,6.911,41.465,YE1723
Wadhrah,26,1,9,10,70,6.911,48.376,YE1723
Washhah,1,0,0,0,0,0,0,YE1730
Washhah,2,0,0,0,0,0,0,YE1730
Washhah,3,0,0,0,0,0,0,YE1730
Washhah,4,0,0,0,0,0,0,YE1730
Washhah,5,0,0,0,0,0,0,YE1730
Washhah,6,0,0,0,0,0,0,YE1730
Washhah,7,0,0,0,0,0,0,YE1730
Washhah,8,0,0,0,0,0,0,YE1730
Washhah,9,0,0,0,0,0,0,YE1730
Washhah,10,0,0,0,0,0,0,YE1730
Washhah,11,0,0,0,0,0,0,YE1730
Washhah,12,0,0,0,0,0,0,YE1730
Washhah,13,0,0,0,0,0,0,YE1730
Washhah,14,0,0,0,0,0,0,YE1730
Washhah,15,0,0,0,0,0,0,YE1730
Washhah,16,0,0,0,0,0,0,YE1730
Washhah,17,0,0,0,0,0,0,YE1730
Washhah,18,0,1,1,1,0.121,0.121,YE1730
Washhah,19,0,0,0,1,0,0.121,YE1730
Washhah,20,0,4,4,5,0.482,0.603,YE1730
Washhah,21,13,64,77,82,9.284,9.887,YE1730
Washhah,22,7,26,33,115,3.979,13.866,YE1730
Washhah,23,2,27,29,144,3.497,17.363,YE1730
Washhah,24,7,70,77,221,9.284,26.647,YE1730
Washhah,25,9,65,74,295,8.922,35.569,YE1730
Washhah,26,5,133,138,433,16.639,52.208,YE1730
Az Zuhrah,1,0,0,0,0,0,0,YE1801
Az Zuhrah,2,0,0,0,0,0,0,YE1801
Az Zuhrah,3,0,0,0,0,0,0,YE1801
Az Zuhrah,4,0,0,0,0,0,0,YE1801
Az Zuhrah,5,0,0,0,0,0,0,YE1801
Az Zuhrah,6,0,0,0,0,0,0,YE1801
Az Zuhrah,7,0,0,0,0,0,0,YE1801
Az Zuhrah,8,0,0,0,0,0,0,YE1801
Az Zuhrah,9,0,0,0,0,0,0,YE1801
Az Zuhrah,10,0,0,0,0,0,0,YE1801
Az Zuhrah,11,0,0,0,0,0,0,YE1801
Az Zuhrah,12,0,0,0,0,0,0,YE1801
Az Zuhrah,13,0,0,0,0,0,0,YE1801
Az Zuhrah,14,0,0,0,0,0,0,YE1801
Az Zuhrah,15,0,0,0,0,0,0,YE1801
Az Zuhrah,16,0,0,0,0,0,0,YE1801
Az Zuhrah,17,0,0,0,0,0,0,YE1801
Az Zuhrah,18,1,2,3,3,0.197,0.197,YE1801
Az Zuhrah,19,6,27,33,36,2.163,2.36,YE1801
Az Zuhrah,20,32,95,127,163,8.326,10.686,YE1801
Az Zuhrah,21,57,125,182,345,11.932,22.618,YE1801
Az Zuhrah,22,79,149,228,573,14.947,37.565,YE1801
Az Zuhrah,23,69,180,249,822,16.324,53.89,YE1801
Az Zuhrah,24,49,200,249,1071,16.324,70.214,YE1801
Az Zuhrah,25,60,218,278,1349,18.225,88.439,YE1801
Az Zuhrah,26,64,215,279,1628,18.291,106.73,YE1801
Alluheyah,1,0,0,0,0,0,0,YE1802
Alluheyah,2,0,0,0,0,0,0,YE1802
Alluheyah,3,0,0,0,0,0,0,YE1802
Alluheyah,4,0,0,0,0,0,0,YE1802
Alluheyah,5,0,0,0,0,0,0,YE1802
Alluheyah,6,0,0,0,0,0,0,YE1802
Alluheyah,7,0,0,0,0,0,0,YE1802
Alluheyah,8,0,0,0,0,0,0,YE1802
Alluheyah,9,0,0,0,0,0,0,YE1802
Alluheyah,10,0,0,0,0,0,0,YE1802
Alluheyah,11,0,0,0,0,0,0,YE1802
Alluheyah,12,0,0,0,0,0,0,YE1802
Alluheyah,13,0,0,0,0,0,0,YE1802
Alluheyah,14,0,0,0,0,0,0,YE1802
Alluheyah,15,0,0,0,0,0,0,YE1802
Alluheyah,16,0,0,0,0,0,0,YE1802
Alluheyah,17,0,0,0,0,0,0,YE1802
Alluheyah,18,0,0,0,0,0,0,YE1802
Alluheyah,19,0,1,1,1,0.089,0.089,YE1802
Alluheyah,20,0,0,0,1,0,0.089,YE1802
Alluheyah,21,0,3,3,4,0.268,0.357,YE1802
Alluheyah,22,1,24,25,29,2.23,2.586,YE1802
Alluheyah,23,3,27,30,59,2.676,5.262,YE1802
Alluheyah,24,5,28,33,92,2.943,8.205,YE1802
Alluheyah,25,5,33,38,130,3.389,11.594,YE1802
Alluheyah,26,12,55,67,197,5.976,17.57,YE1802
Az Zaydiyah,1,0,0,0,0,0,0,YE1807
Az Zaydiyah,2,0,0,0,0,0,0,YE1807
Az Zaydiyah,3,0,0,0,0,0,0,YE1807
Az Zaydiyah,4,0,0,0,0,0,0,YE1807
Az Zaydiyah,5,0,0,0,0,0,0,YE1807
Az Zaydiyah,6,0,0,0,0,0,0,YE1807
Az Zaydiyah,7,0,0,0,0,0,0,YE1807
Az Zaydiyah,8,0,0,0,0,0,0,YE1807
Az Zaydiyah,9,0,0,0,0,0,0,YE1807
Az Zaydiyah,10,0,0,0,0,0,0,YE1807
Az Zaydiyah,11,0,0,0,0,0,0,YE1807
Az Zaydiyah,12,0,0,0,0,0,0,YE1807
Az Zaydiyah,13,0,0,0,0,0,0,YE1807
Az Zaydiyah,14,0,0,0,0,0,0,YE1807
Az Zaydiyah,15,0,0,0,0,0,0,YE1807
Az Zaydiyah,16,0,0,0,0,0,0,YE1807
Az Zaydiyah,17,0,0,0,0,0,0,YE1807
Az Zaydiyah,18,0,0,0,0,0,0,YE1807
Az Zaydiyah,19,0,0,0,0,0,0,YE1807
Az Zaydiyah,20,0,0,0,0,0,0,YE1807
Az Zaydiyah,21,0,0,0,0,0,0,YE1807
Az Zaydiyah,22,0,1,1,1,0.081,0.081,YE1807
Az Zaydiyah,23,1,3,4,5,0.325,0.406,YE1807
Az Zaydiyah,24,0,3,3,8,0.244,0.65,YE1807
Az Zaydiyah,25,1,5,6,14,0.488,1.138,YE1807
Az Zaydiyah,26,2,9,11,25,0.894,2.031,YE1807
Al Qanawis,1,0,0,0,0,0,0,YE1806
Al Qanawis,2,0,0,0,0,0,0,YE1806
Al Qanawis,3,0,0,0,0,0,0,YE1806
Al Qanawis,4,0,0,0,0,0,0,YE1806
Al Qanawis,5,0,0,0,0,0,0,YE1806
Al Qanawis,6,0,0,0,0,0,0,YE1806
Al Qanawis,7,0,0,0,0,0,0,YE1806
Al Qanawis,8,0,0,0,0,0,0,YE1806
Al Qanawis,9,0,0,0,0,0,0,YE1806
Al Qanawis,10,0,0,0,0,0,0,YE1806
Al Qanawis,11,0,0,0,0,0,0,YE1806
Al Qanawis,12,0,0,0,0,0,0,YE1806
Al Qanawis,13,0,0,0,0,0,0,YE1806
Al Qanawis,14,0,0,0,0,0,0,YE1806
Al Qanawis,15,0,0,0,0,0,0,YE1806
Al Qanawis,16,0,0,0,0,0,0,YE1806
Al Qanawis,17,0,0,0,0,0,0,YE1806
Al Qanawis,18,0,0,0,0,0,0,YE1806
Al Qanawis,19,0,0,0,0,0,0,YE1806
Al Qanawis,20,0,0,0,0,0,0,YE1806
Al Qanawis,21,0,0,0,0,0,0,YE1806
Al Qanawis,22,0,1,1,1,0.121,0.121,YE1806
Al Qanawis,23,3,26,29,30,3.509,3.63,YE1806
Al Qanawis,24,1,7,8,38,0.968,4.598,YE1806
Al Qanawis,25,3,26,29,67,3.509,8.108,YE1806
Al Qanawis,26,1,27,28,95,3.388,11.496,YE1806
