Adm2_code;Week;Total_cases;Cumulative_cases;WIR_x10000;AR_x10000
cod200234;7;0;0;0;0
cod200234;8;0;0;0;0
cod200234;9;0;0;0;0
cod200234;10;0;0;0;0
cod200234;11;3;3;0,360802425;0,360802425
cod200234;12;0;3;0;0,360802425
cod200234;13;0;3;0;0,360802425
cod200234;14;0;3;0;0,360802425
cod200234;15;0;3;0;0,360802425
cod200234;16;0;3;0;0,360802425
cod200234;17;0;3;0;0,360802425
cod200234;18;0;3;0;0,360802425
cod200234;19;0;3;0;0,360802425
cod200234;20;0;3;0;0,360802425
cod200234;21;0;3;0;0,360802425
cod200234;22;0;3;0;0,360802425
cod200234;23;0;3;0;0,360802425
cod200234;24;0;3;0;0,360802425
cod200234;25;0;3;0;0,360802425
cod200234;26;0;3;0;0,360802425
cod200234;27;0;3;0;0,360802425
cod200234;28;0;3;0;0,360802425
cod200234;29;0;3;0;0,360802425
cod200234;30;0;3;0;0,360802425
cod200234;31;0;3;0;0,360802425
cod200234;32;0;3;0;0,360802425
cod200234;33;0;3;0;0,360802425
cod200234;34;0;3;0;0,360802425
cod200234;35;0;3;0;0,360802425
cod200234;36;0;3;0;0,360802425
cod200234;37;0;3;0;0,360802425
cod200234;38;0;3;0;0,360802425
cod200234;39;0;3;0;0,360802425
cod200234;40;0;3;0;0,360802425
cod200234;41;0;3;0;0,360802425
cod200234;42;0;3;0;0,360802425
cod200234;43;0;3;0;0,360802425
cod200234;44;0;3;0;0,360802425
cod200234;45;0;3;0;0,360802425
cod200234;46;0;3;0;0,360802425
cod200234;47;0;3;0;0,360802425
cod200234;48;0;3;0;0,360802425
cod200234;49;0;3;0;0,360802425
cod200234;50;0;3;0;0,360802425
cod200234;51;0;3;0;0,360802425
cod200234;52;0;3;0;0,360802425
cod200234;53;0;3;0;0,360802425
cod200257;1;0;0;0;0
cod200257;2;0;0;0;0
cod200257;3;9;9;0,489335211;0,489335211
cod200257;4;5;14;0,271852895;0,761188106
cod200257;5;13;27;0,706817527;1,468005633
cod200257;6;1;28;0,054370579;1,522376212
cod200257;7;46;74;2,501046634;4,023422845
cod200257;8;34;108;1,848599686;5,872022531
cod200257;9;20;128;1,08741158;6,959434111
cod200257;10;1;129;0,054370579;7,01380469
cod200257;11;0;129;0;7,01380469
cod200257;12;6;135;0,326223474;7,340028164
cod200257;13;18;153;0,978670422;8,318698586
cod200257;14;2;155;0,108741158;8,427439744
cod200257;15;0;155;0;8,427439744
cod200257;16;7;162;0,380594053;8,808033797
cod200257;17;4;166;0,217482316;9,025516113
cod200257;18;1;167;0,054370579;9,079886692
cod200257;19;0;167;0;9,079886692
cod200257;20;2;169;0,108741158;9,18862785
cod200257;21;3;172;0,163111737;9,351739587
cod200257;22;8;180;0,434964632;9,786704219
cod200257;23;0;180;0;9,786704219
cod200257;24;0;180;0;9,786704219
cod200257;25;1;181;0,054370579;9,841074798
cod200257;26;3;184;0,163111737;10,00418653
cod200257;27;15;199;0,815558685;10,81974522
cod200257;28;0;199;0;10,81974522
cod200257;29;0;199;0;10,81974522
cod200257;30;3;202;0,163111737;10,98285696
cod200257;31;0;202;0;10,98285696
cod200257;32;0;202;0;10,98285696
cod200257;33;0;202;0;10,98285696
cod200257;34;0;202;0;10,98285696
cod200257;35;13;215;0,706817527;11,68967448
cod200257;36;17;232;0,924299843;12,61397433
cod200257;37;0;232;0;12,61397433
cod200257;38;2;234;0,108741158;12,72271548
cod200257;39;2;236;0,108741158;12,83145664
cod200257;40;0;236;0;12,83145664
cod200257;41;0;236;0;12,83145664
cod200257;42;0;236;0;12,83145664
cod200257;43;0;236;0;12,83145664
cod200257;44;0;236;0;12,83145664
cod200257;45;6;242;0,326223474;13,15768012
cod200257;46;0;242;0;13,15768012
cod200257;47;0;242;0;13,15768012
cod200257;48;0;242;0;13,15768012
cod200257;49;12;254;0,652446948;13,81012706
cod200257;50;0;254;0;13,81012706
cod200257;51;0;254;0;13,81012706
cod200257;52;0;254;0;13,81012706
cod200257;53;0;254;0;13,81012706
cod200258;1;0;0;0;0
cod200258;2;0;0;0;0
cod200258;3;0;0;0;0
cod200258;4;4;4;0,324896845;0,324896845
cod200258;5;7;11;0,568569479;0,893466324
cod200258;6;0;11;0;0,893466324
cod200258;7;0;11;0;0,893466324
cod200258;8;0;11;0;0,893466324
cod200258;9;1;12;0,081224211;0,974690536
cod200258;10;0;12;0;0,974690536
cod200258;11;29;41;2,355502128;3,330192664
cod200258;12;0;41;0;3,330192664
cod200258;13;0;41;0;3,330192664
cod200258;14;2;43;0,162448423;3,492641086
cod200258;15;0;43;0;3,492641086
cod200258;16;0;43;0;3,492641086
cod200258;17;0;43;0;3,492641086
cod200258;18;2;45;0,162448423;3,655089509
cod200258;19;2;47;0,162448423;3,817537932
cod200258;20;0;47;0;3,817537932
cod200258;21;0;47;0;3,817537932
cod200258;22;6;53;0,487345268;4,3048832
cod200258;23;0;53;0;4,3048832
cod200258;24;0;53;0;4,3048832
cod200258;25;0;53;0;4,3048832
cod200258;26;0;53;0;4,3048832
cod200258;27;0;53;0;4,3048832
cod200258;28;0;53;0;4,3048832
cod200258;29;13;66;1,055914747;5,360797947
cod200258;30;6;72;0,487345268;5,848143215
cod200258;31;17;89;1,380811592;7,228954807
cod200258;32;0;89;0;7,228954807
cod200258;33;12;101;0,974690536;8,203645343
cod200258;34;9;110;0,731017902;8,934663244
cod200258;35;2;112;0,162448423;9,097111667
cod200258;36;0;112;0;9,097111667
cod200258;37;0;112;0;9,097111667
cod200258;38;0;112;0;9,097111667
cod200258;39;0;112;0;9,097111667
cod200258;40;0;112;0;9,097111667
cod200258;41;11;123;0,893466324;9,990577991
cod200258;42;0;123;0;9,990577991
cod200258;43;0;123;0;9,990577991
cod200258;44;4;127;0,324896845;10,31547484
cod200258;45;4;131;0,324896845;10,64037168
cod200258;46;0;131;0;10,64037168
cod200258;47;0;131;0;10,64037168
cod200258;48;0;131;0;10,64037168
cod200258;49;0;131;0;10,64037168
cod200258;50;0;131;0;10,64037168
cod200258;51;0;131;0;10,64037168
cod200258;52;0;131;0;10,64037168
cod200258;53;0;131;0;10,64037168
cod200259;1;0;0;0;0
cod200259;2;5;5;0,454545455;0,454545455
cod200259;3;0;5;0;0,454545455
cod200259;4;0;5;0;0,454545455
cod200259;5;0;5;0;0,454545455
cod200259;6;0;5;0;0,454545455
cod200259;7;0;5;0;0,454545455
cod200259;8;0;5;0;0,454545455
cod200259;9;4;9;0,363636364;0,818181818
cod200259;10;0;9;0;0,818181818
cod200259;11;0;9;0;0,818181818
cod200259;12;0;9;0;0,818181818
cod200259;13;0;9;0;0,818181818
cod200259;14;8;17;0,727272727;1,545454545
cod200259;15;0;17;0;1,545454545
cod200259;16;0;17;0;1,545454545
cod200259;17;0;17;0;1,545454545
cod200259;18;8;25;0,727272727;2,272727273
cod200259;19;0;25;0;2,272727273
cod200259;20;12;37;1,090909091;3,363636364
cod200259;21;18;55;1,636363636;5
cod200259;22;6;61;0,545454545;5,545454545
cod200259;23;0;61;0;5,545454545
cod200259;24;0;61;0;5,545454545
cod200259;25;3;64;0,272727273;5,818181818
cod200259;26;3;67;0,272727273;6,090909091
cod200259;27;12;79;1,090909091;7,181818182
cod200259;28;0;79;0;7,181818182
cod200259;29;0;79;0;7,181818182
cod200259;30;0;79;0;7,181818182
cod200259;31;0;79;0;7,181818182
cod200259;32;3;82;0,272727273;7,454545455
cod200259;33;2;84;0,181818182;7,636363636
cod200259;34;0;84;0;7,636363636
cod200259;35;0;84;0;7,636363636
cod200259;36;0;84;0;7,636363636
cod200259;37;0;84;0;7,636363636
cod200259;38;10;94;0,909090909;8,545454545
cod200259;39;9;103;0,818181818;9,363636364
cod200259;40;0;103;0;9,363636364
cod200259;41;0;103;0;9,363636364
cod200259;42;0;103;0;9,363636364
cod200259;43;0;103;0;9,363636364
cod200259;44;0;103;0;9,363636364
cod200259;45;9;112;0,818181818;10,18181818
cod200259;46;0;112;0;10,18181818
cod200259;47;0;112;0;10,18181818
cod200259;48;0;112;0;10,18181818
cod200259;49;0;112;0;10,18181818
cod200259;50;0;112;0;10,18181818
cod200259;51;0;112;0;10,18181818
cod200259;52;0;112;0;10,18181818
cod200259;53;0;112;0;10,18181818
cod200262;1;0;0;0;0
cod200262;2;0;0;0;0
cod200262;3;0;0;0;0
cod200262;4;0;0;0;0
cod200262;5;3;3;0,375;0,375
cod200262;6;0;3;0;0,375
cod200262;7;0;3;0;0,375
cod200262;8;0;3;0;0,375
cod200262;9;0;3;0;0,375
cod200262;10;4;7;0,5;0,875
cod200262;11;0;7;0;0,875
cod200262;12;0;7;0;0,875
cod200262;13;7;14;0,875;1,75
cod200262;14;13;27;1,625;3,375
cod200262;15;0;27;0;3,375
cod200262;16;2;29;0,25;3,625
cod200262;17;0;29;0;3,625
cod200262;18;1;30;0,125;3,75
cod200262;19;0;30;0;3,75
cod200262;20;0;30;0;3,75
cod200262;21;3;33;0,375;4,125
cod200262;22;0;33;0;4,125
cod200262;23;21;54;2,625;6,75
cod200262;24;0;54;0;6,75
cod200262;25;0;54;0;6,75
cod200262;26;0;54;0;6,75
cod200262;27;0;54;0;6,75
cod200262;28;0;54;0;6,75
cod200262;29;0;54;0;6,75
cod200262;30;0;54;0;6,75
cod200262;31;0;54;0;6,75
cod200262;32;0;54;0;6,75
cod200262;33;28;82;3,5;10,25
cod200262;34;0;82;0;10,25
cod200262;35;0;82;0;10,25
cod200262;36;0;82;0;10,25
cod200262;37;0;82;0;10,25
cod200262;38;2;84;0,25;10,5
cod200262;39;0;84;0;10,5
cod200262;40;0;84;0;10,5
cod200262;41;4;88;0,5;11
cod200262;42;0;88;0;11
cod200262;43;0;88;0;11
cod200262;44;0;88;0;11
cod200262;45;4;92;0,5;11,5
cod200262;46;0;92;0;11,5
cod200262;47;0;92;0;11,5
cod200262;48;0;92;0;11,5
cod200262;49;0;92;0;11,5
cod200262;50;0;92;0;11,5
cod200262;51;0;92;0;11,5
cod200262;52;0;92;0;11,5
cod200262;53;0;92;0;11,5
cod200263;1;0;0;0;0
cod200263;2;0;0;0;0
cod200263;3;5;5;0,5;0,5
cod200263;4;0;5;0;0,5
cod200263;5;4;9;0,4;0,9
cod200263;6;1;10;0,1;1
cod200263;7;12;22;1,2;2,2
cod200263;8;0;22;0;2,2
cod200263;9;10;32;1;3,2
cod200263;10;0;32;0;3,2
cod200263;11;0;32;0;3,2
cod200263;12;0;32;0;3,2
cod200263;13;0;32;0;3,2
cod200263;14;0;32;0;3,2
cod200263;15;0;32;0;3,2
cod200263;16;0;32;0;3,2
cod200263;17;0;32;0;3,2
cod200263;18;0;32;0;3,2
cod200263;19;0;32;0;3,2
cod200263;20;0;32;0;3,2
cod200263;21;0;32;0;3,2
cod200263;22;4;36;0,4;3,6
cod200263;23;0;36;0;3,6
cod200263;24;0;36;0;3,6
cod200263;25;0;36;0;3,6
cod200263;26;1;37;0,1;3,7
cod200263;27;0;37;0;3,7
cod200263;28;0;37;0;3,7
cod200263;29;0;37;0;3,7
cod200263;30;0;37;0;3,7
cod200263;31;0;37;0;3,7
cod200263;32;0;37;0;3,7
cod200263;33;0;37;0;3,7
cod200263;34;0;37;0;3,7
cod200263;35;0;37;0;3,7
cod200263;36;0;37;0;3,7
cod200263;37;0;37;0;3,7
cod200263;38;1;38;0,1;3,8
cod200263;39;0;38;0;3,8
cod200263;40;0;38;0;3,8
cod200263;41;0;38;0;3,8
cod200263;42;0;38;0;3,8
cod200263;43;0;38;0;3,8
cod200263;44;0;38;0;3,8
cod200263;45;0;38;0;3,8
cod200263;46;0;38;0;3,8
cod200263;47;0;38;0;3,8
cod200263;48;0;38;0;3,8
cod200263;49;0;38;0;3,8
cod200263;50;0;38;0;3,8
cod200263;51;0;38;0;3,8
cod200263;52;0;38;0;3,8
cod200263;53;0;38;0;3,8
cod200264;1;0;0;0;0
cod200264;2;5;5;0,597207458;0,597207458
cod200264;3;125;130;14,93018645;15,52739391
cod200264;4;175;305;20,90226103;36,42965493
cod200264;5;130;435;15,52739391;51,95704884
cod200264;6;19;454;2,26938834;54,22643718
cod200264;7;84;538;10,03308529;64,25952247
cod200264;8;55;593;6,569282037;70,82880451
cod200264;9;65;658;7,763696953;78,59250146
cod200264;10;42;700;5,016542647;83,60904411
cod200264;11;5;705;0,597207458;84,20625157
cod200264;12;10;715;1,194414916;85,40066648
cod200264;13;30;745;3,583244748;88,98391123
cod200264;14;8;753;0,955531933;89,93944316
cod200264;15;0;753;0;89,93944316
cod200264;16;64;817;7,644255461;97,58369863
cod200264;17;21;838;2,508271323;100,0919699
cod200264;18;32;870;3,822127731;103,9140977
cod200264;19;5;875;0,597207458;104,5113051
cod200264;20;12;887;1,433297899;105,944603
cod200264;21;35;922;4,180452205;110,1250552
cod200264;22;10;932;1,194414916;111,3194702
cod200264;23;18;950;2,149946849;113,469417
cod200264;24;0;950;0;113,469417
cod200264;25;19;969;2,26938834;115,7388053
cod200264;26;27;996;3,224920273;118,9637256
cod200264;27;18;1014;2,149946849;121,1136725
cod200264;28;0;1014;0;121,1136725
cod200264;29;19;1033;2,26938834;123,3830608
cod200264;30;36;1069;4,299893697;127,6829545
cod200264;31;18;1087;2,149946849;129,8329014
cod200264;32;9;1096;1,074973424;130,9078748
cod200264;33;7;1103;0,836090441;131,7439652
cod200264;34;11;1114;1,313856407;133,0578216
cod200264;35;32;1146;3,822127731;136,8799494
cod200264;36;33;1179;3,941569222;140,8215186
cod200264;37;0;1179;0;140,8215186
cod200264;38;14;1193;1,672180882;142,4936995
cod200264;39;11;1204;1,313856407;143,8075559
cod200264;40;0;1204;0;143,8075559
cod200264;41;18;1222;2,149946849;145,9575027
cod200264;42;0;1222;0;145,9575027
cod200264;43;2;1224;0,238882983;146,1963857
cod200264;44;3;1227;0,358324475;146,5547102
cod200264;45;6;1233;0,71664895;147,2713591
cod200264;46;0;1233;0;147,2713591
cod200264;47;0;1233;0;147,2713591
cod200264;48;5;1238;0,597207458;147,8685666
cod200264;49;13;1251;1,552739391;149,421306
cod200264;50;0;1251;0;149,421306
cod200264;51;14;1265;1,672180882;151,0934869
cod200264;52;0;1265;0;151,0934869
cod200264;53;34;1299;4,061010714;155,1544976
cod200265;1;0;0;0;0
cod200265;2;0;0;0;0
cod200265;3;0;0;0;0
cod200265;4;0;0;0;0
cod200265;5;0;0;0;0
cod200265;6;1;1;0,080645161;0,080645161
cod200265;7;0;1;0;0,080645161
cod200265;8;0;1;0;0,080645161
cod200265;9;0;1;0;0,080645161
cod200265;10;0;1;0;0,080645161
cod200265;11;0;1;0;0,080645161
cod200265;12;0;1;0;0,080645161
cod200265;13;0;1;0;0,080645161
cod200265;14;11;12;0,887096774;0,967741935
cod200265;15;0;12;0;0,967741935
cod200265;16;0;12;0;0,967741935
cod200265;17;19;31;1,532258065;2,5
cod200265;18;50;81;4,032258065;6,532258065
cod200265;19;0;81;0;6,532258065
cod200265;20;6;87;0,483870968;7,016129032
cod200265;21;13;100;1,048387097;8,064516129
cod200265;22;0;100;0;8,064516129
cod200265;23;0;100;0;8,064516129
cod200265;24;0;100;0;8,064516129
cod200265;25;9;109;0,725806452;8,790322581
cod200265;26;2;111;0,161290323;8,951612903
cod200265;27;21;132;1,693548387;10,64516129
cod200265;28;0;132;0;10,64516129
cod200265;29;0;132;0;10,64516129
cod200265;30;2;134;0,161290323;10,80645161
cod200265;31;1;135;0,080645161;10,88709677
cod200265;32;0;135;0;10,88709677
cod200265;33;0;135;0;10,88709677
cod200265;34;0;135;0;10,88709677
cod200265;35;0;135;0;10,88709677
cod200265;36;0;135;0;10,88709677
cod200265;37;0;135;0;10,88709677
cod200265;38;0;135;0;10,88709677
cod200265;39;0;135;0;10,88709677
cod200265;40;0;135;0;10,88709677
cod200265;41;0;135;0;10,88709677
cod200265;42;0;135;0;10,88709677
cod200265;43;1;136;0,080645161;10,96774194
cod200265;44;0;136;0;10,96774194
cod200265;45;6;142;0,483870968;11,4516129
cod200265;46;0;142;0;11,4516129
cod200265;47;0;142;0;11,4516129
cod200265;48;0;142;0;11,4516129
cod200265;49;0;142;0;11,4516129
cod200265;50;0;142;0;11,4516129
cod200265;51;0;142;0;11,4516129
cod200265;52;0;142;0;11,4516129
cod200265;53;0;142;0;11,4516129
cod200267;1;0;0;0;0
cod200267;2;9;9;1,8;1,8
cod200267;3;0;9;0;1,8
cod200267;4;0;9;0;1,8
cod200267;5;0;9;0;1,8
cod200267;6;0;9;0;1,8
cod200267;7;0;9;0;1,8
cod200267;8;0;9;0;1,8
cod200267;9;0;9;0;1,8
cod200267;10;14;23;2,8;4,6
cod200267;11;0;23;0;4,6
cod200267;12;0;23;0;4,6
cod200267;13;0;23;0;4,6
cod200267;14;0;23;0;4,6
cod200267;15;0;23;0;4,6
cod200267;16;0;23;0;4,6
cod200267;17;0;23;0;4,6
cod200267;18;0;23;0;4,6
cod200267;19;1;24;0,2;4,8
cod200267;20;0;24;0;4,8
cod200267;21;0;24;0;4,8
cod200267;22;0;24;0;4,8
cod200267;23;0;24;0;4,8
cod200267;24;0;24;0;4,8
cod200267;25;0;24;0;4,8
cod200267;26;0;24;0;4,8
cod200267;27;0;24;0;4,8
cod200267;28;0;24;0;4,8
cod200267;29;0;24;0;4,8
cod200267;30;0;24;0;4,8
cod200267;31;0;24;0;4,8
cod200267;32;3;27;0,6;5,4
cod200267;33;6;33;1,2;6,6
cod200267;34;0;33;0;6,6
cod200267;35;0;33;0;6,6
cod200267;36;0;33;0;6,6
cod200267;37;0;33;0;6,6
cod200267;38;3;36;0,6;7,2
cod200267;39;12;48;2,4;9,6
cod200267;40;0;48;0;9,6
cod200267;41;2;50;0,4;10
cod200267;42;5;55;1;11
cod200267;43;1;56;0,2;11,2
cod200267;44;0;56;0;11,2
cod200267;45;0;56;0;11,2
cod200267;46;0;56;0;11,2
cod200267;47;0;56;0;11,2
cod200267;48;0;56;0;11,2
cod200267;49;0;56;0;11,2
cod200267;50;0;56;0;11,2
cod200267;51;0;56;0;11,2
cod200267;52;0;56;0;11,2
cod200267;53;0;56;0;11,2
cod200271;1;0;0;0;0
cod200271;2;0;0;0;0
cod200271;3;0;0;0;0
cod200271;4;2;2;1,666666667;1,666666667
cod200271;5;3;5;2,5;4,166666667
cod200271;6;9;14;7,5;11,66666667
cod200271;7;0;14;0;11,66666667
cod200271;8;2;16;1,666666667;13,33333333
cod200271;9;0;16;0;13,33333333
cod200271;10;0;16;0;13,33333333
cod200271;11;0;16;0;13,33333333
cod200271;12;0;16;0;13,33333333
cod200271;13;3;19;2,5;15,83333333
cod200271;14;1;20;0,833333333;16,66666667
cod200271;15;0;20;0;16,66666667
cod200271;16;2;22;1,666666667;18,33333333
cod200271;17;4;26;3,333333333;21,66666667
cod200271;18;1;27;0,833333333;22,5
cod200271;19;0;27;0;22,5
cod200271;20;0;27;0;22,5
cod200271;21;0;27;0;22,5
cod200271;22;0;27;0;22,5
cod200271;23;0;27;0;22,5
cod200271;24;0;27;0;22,5
cod200271;25;3;30;2,5;25
cod200271;26;5;35;4,166666667;29,16666667
cod200271;27;2;37;1,666666667;30,83333333
cod200271;28;0;37;0;30,83333333
cod200271;29;5;42;4,166666667;35
cod200271;30;4;46;3,333333333;38,33333333
cod200271;31;2;48;1,666666667;40
cod200271;32;0;48;0;40
cod200271;33;0;48;0;40
cod200271;34;0;48;0;40
cod200271;35;4;52;3,333333333;43,33333333
cod200271;36;17;69;14,16666667;57,5
cod200271;37;0;69;0;57,5
cod200271;38;0;69;0;57,5
cod200271;39;0;69;0;57,5
cod200271;40;0;69;0;57,5
cod200271;41;0;69;0;57,5
cod200271;42;0;69;0;57,5
cod200271;43;0;69;0;57,5
cod200271;44;0;69;0;57,5
cod200271;45;6;75;5;62,5
cod200271;46;0;75;0;62,5
cod200271;47;0;75;0;62,5
cod200271;48;0;75;0;62,5
cod200271;49;0;75;0;62,5
cod200271;50;0;75;0;62,5
cod200271;51;0;75;0;62,5
cod200271;52;0;75;0;62,5
cod200271;53;0;75;0;62,5
cod200277;1;0;0;0;0
cod200277;2;0;0;0;0
cod200277;3;0;0;0;0
cod200277;4;0;0;0;0
cod200277;5;0;0;0;0
cod200277;6;0;0;0;0
cod200277;7;0;0;0;0
cod200277;8;1;1;0,060246408;0,060246408
cod200277;9;0;1;0;0,060246408
cod200277;10;0;1;0;0,060246408
cod200277;11;0;1;0;0,060246408
cod200277;12;0;1;0;0,060246408
cod200277;13;2;3;0,120492816;0,180739223
cod200277;14;1;4;0,060246408;0,240985631
cod200277;15;0;4;0;0,240985631
cod200277;16;0;4;0;0,240985631
cod200277;17;0;4;0;0,240985631
cod200277;18;2;6;0,120492816;0,361478447
cod200277;19;0;6;0;0,361478447
cod200277;20;0;6;0;0,361478447
cod200277;21;0;6;0;0,361478447
cod200277;22;2;8;0,120492816;0,481971262
cod200277;23;0;8;0;0,481971262
cod200277;24;0;8;0;0,481971262
cod200277;25;1;9;0,060246408;0,54221767
cod200277;26;1;10;0,060246408;0,602464078
cod200277;27;1;11;0,060246408;0,662710486
cod200277;28;0;11;0;0,662710486
cod200277;29;0;11;0;0,662710486
cod200277;30;0;11;0;0,662710486
cod200277;31;0;11;0;0,662710486
cod200277;32;0;11;0;0,662710486
cod200277;33;0;11;0;0,662710486
cod200277;34;0;11;0;0,662710486
cod200277;35;0;11;0;0,662710486
cod200277;36;2;13;0,120492816;0,783203302
cod200277;37;0;13;0;0,783203302
cod200277;38;0;13;0;0,783203302
cod200277;39;0;13;0;0,783203302
cod200277;40;0;13;0;0,783203302
cod200277;41;0;13;0;0,783203302
cod200277;42;0;13;0;0,783203302
cod200277;43;0;13;0;0,783203302
cod200277;44;0;13;0;0,783203302
cod200277;45;0;13;0;0,783203302
cod200277;46;0;13;0;0,783203302
cod200277;47;0;13;0;0,783203302
cod200277;48;0;13;0;0,783203302
cod200277;49;0;13;0;0,783203302
cod200277;50;0;13;0;0,783203302
cod200277;51;0;13;0;0,783203302
cod200277;52;0;13;0;0,783203302
cod200277;53;0;13;0;0,783203302
cod200278;1;0;0;0;0
cod200278;2;0;0;0;0
cod200278;3;0;0;0;0
cod200278;4;0;0;0;0
cod200278;5;12;12;0,705351265;0,705351265
cod200278;6;2;14;0,117558544;0,822909809
cod200278;7;0;14;0;0,822909809
cod200278;8;0;14;0;0,822909809
cod200278;9;0;14;0;0,822909809
cod200278;10;0;14;0;0,822909809
cod200278;11;0;14;0;0,822909809
cod200278;12;0;14;0;0,822909809
cod200278;13;10;24;0,587792721;1,41070253
cod200278;14;15;39;0,881689081;2,292391611
cod200278;15;0;39;0;2,292391611
cod200278;16;14;53;0,822909809;3,11530142
cod200278;17;0;53;0;3,11530142
cod200278;18;8;61;0,470234177;3,585535597
cod200278;19;0;61;0;3,585535597
cod200278;20;7;68;0,411454905;3,996990501
cod200278;21;29;97;1,70459889;5,701589392
cod200278;22;0;97;0;5,701589392
cod200278;23;0;97;0;5,701589392
cod200278;24;0;97;0;5,701589392
cod200278;25;11;108;0,646571993;6,348161384
cod200278;26;7;115;0,411454905;6,759616289
cod200278;27;2;117;0,117558544;6,877174833
cod200278;28;0;117;0;6,877174833
cod200278;29;0;117;0;6,877174833
cod200278;30;0;117;0;6,877174833
cod200278;31;0;117;0;6,877174833
cod200278;32;0;117;0;6,877174833
cod200278;33;0;117;0;6,877174833
cod200278;34;0;117;0;6,877174833
cod200278;35;2;119;0,117558544;6,994733377
cod200278;36;0;119;0;6,994733377
cod200278;37;0;119;0;6,994733377
cod200278;38;0;119;0;6,994733377
cod200278;39;0;119;0;6,994733377
cod200278;40;0;119;0;6,994733377
cod200278;41;3;122;0,176337816;7,171071193
cod200278;42;0;122;0;7,171071193
cod200278;43;4;126;0,235117088;7,406188282
cod200278;44;0;126;0;7,406188282
cod200278;45;19;145;1,116806169;8,522994451
cod200278;46;0;145;0;8,522994451
cod200278;47;0;145;0;8,522994451
cod200278;48;0;145;0;8,522994451
cod200278;49;0;145;0;8,522994451
cod200278;50;0;145;0;8,522994451
cod200278;51;1;146;0,058779272;8,581773723
cod200278;52;0;146;0;8,581773723
cod200278;53;0;146;0;8,581773723
cod200279;1;0;0;0;0
cod200279;2;0;0;0;0
cod200279;3;1;1;0,081224211;0,081224211
cod200279;4;2;3;0,162448423;0,243672634
cod200279;5;2;5;0,162448423;0,406121057
cod200279;6;0;5;0;0,406121057
cod200279;7;1;6;0,081224211;0,487345268
cod200279;8;6;12;0,487345268;0,974690536
cod200279;9;0;12;0;0,974690536
cod200279;10;1;13;0,081224211;1,055914747
cod200279;11;0;13;0;1,055914747
cod200279;12;18;31;1,462035804;2,517950551
cod200279;13;48;79;3,898762143;6,416712694
cod200279;14;28;107;2,274277917;8,69099061
cod200279;15;0;107;0;8,69099061
cod200279;16;31;138;2,517950551;11,20894116
cod200279;17;0;138;0;11,20894116
cod200279;18;46;184;3,73631372;14,94525488
cod200279;19;0;184;0;14,94525488
cod200279;20;76;260;6,17304006;21,11829494
cod200279;21;101;361;8,203645343;29,32194028
cod200279;22;48;409;3,898762143;33,22070243
cod200279;23;0;409;0;33,22070243
cod200279;24;0;409;0;33,22070243
cod200279;25;13;422;1,055914747;34,27661717
cod200279;26;35;457;2,842847396;37,11946457
cod200279;27;29;486;2,355502128;39,4749667
cod200279;28;0;486;0;39,4749667
cod200279;29;4;490;0,324896845;39,79986354
cod200279;30;0;490;0;39,79986354
cod200279;31;0;490;0;39,79986354
cod200279;32;1;491;0,081224211;39,88108775
cod200279;33;0;491;0;39,88108775
cod200279;34;9;500;0,731017902;40,61210566
cod200279;35;0;500;0;40,61210566
cod200279;36;50;550;4,061210566;44,67331622
cod200279;37;0;550;0;44,67331622
cod200279;38;5;555;0,406121057;45,07943728
cod200279;39;0;555;0;45,07943728
cod200279;40;0;555;0;45,07943728
cod200279;41;0;555;0;45,07943728
cod200279;42;0;555;0;45,07943728
cod200279;43;1;556;0,081224211;45,16066149
cod200279;44;0;556;0;45,16066149
cod200279;45;20;576;1,624484226;46,78514572
cod200279;46;0;576;0;46,78514572
cod200279;47;0;576;0;46,78514572
cod200279;48;0;576;0;46,78514572
cod200279;49;15;591;1,21836317;48,00350889
cod200279;50;0;591;0;48,00350889
cod200279;51;0;591;0;48,00350889
cod200279;52;0;591;0;48,00350889
cod200279;53;0;591;0;48,00350889
cod200280;1;0;0;0;0
cod200280;2;1;1;0,037146689;0,037146689
cod200280;3;0;1;0;0,037146689
cod200280;4;0;1;0;0,037146689
cod200280;5;117;118;4,346162561;4,38330925
cod200280;6;55;173;2,043067871;6,426377121
cod200280;7;0;173;0;6,426377121
cod200280;8;0;173;0;6,426377121
cod200280;9;0;173;0;6,426377121
cod200280;10;22;195;0,817227148;7,243604269
cod200280;11;5;200;0,185733443;7,429337712
cod200280;12;76;276;2,82314833;10,25248604
cod200280;13;196;472;7,280750957;17,533237
cod200280;14;6;478;0,222880131;17,75611713
cod200280;15;0;478;0;17,75611713
cod200280;16;50;528;1,857334428;19,61345156
cod200280;17;6;534;0,222880131;19,83633169
cod200280;18;17;551;0,631493705;20,4678254
cod200280;19;1;552;0,037146689;20,50497208
cod200280;20;13;565;0,482906951;20,98787904
cod200280;21;17;582;0,631493705;21,61937274
cod200280;22;18;600;0,668640394;22,28801314
cod200280;23;0;600;0;22,28801314
cod200280;24;0;600;0;22,28801314
cod200280;25;0;600;0;22,28801314
cod200280;26;51;651;1,894481116;24,18249425
cod200280;27;12;663;0,445760263;24,62825451
cod200280;28;0;663;0;24,62825451
cod200280;29;4;667;0,148586754;24,77684127
cod200280;30;4;671;0,148586754;24,92542802
cod200280;31;5;676;0,185733443;25,11116147
cod200280;32;0;676;0;25,11116147
cod200280;33;0;676;0;25,11116147
cod200280;34;10;686;0,371466886;25,48262835
