Adm2_code;Week;Total_cases;Cumulative_cases;WIR_x10000;AR_x10000
cod200097;40;0;575;0;24.24329304
cod200097;41;12;587;0.505946985;24.74924003
cod200097;42;2;589;0.084324498;24.83356452
cod200097;43;7;596;0.295135741;25.12870026
cod200097;44;0;596;0;25.12870026
cod200097;45;21;617;0.885407224;26.01410749
cod200097;46;0;617;0;26.01410749
cod200097;47;6;623;0.252973493;26.26708098
cod200097;48;6;629;0.252973493;26.52005447
cod200097;49;26;655;1.096218468;27.61627294
cod200097;50;15;670;0.632433731;28.24870667
cod200097;51;8;678;0.33729799;28.58600466
cod200097;52;0;678;0;28.58600466
cod200097;53;41;719;1.728652199;30.31465686
cod200099;1;0;0;0;0
cod200099;2;13;13;0.411017807;0.411017807
cod200099;3;0;13;0;0.411017807
cod200099;4;7;20;0.22131728;0.632335087
cod200099;5;8;28;0.252934035;0.885269122
cod200099;6;13;41;0.411017807;1.296286928
cod200099;7;16;57;0.50586807;1.802154998
cod200099;8;8;65;0.252934035;2.055089033
cod200099;9;19;84;0.600718333;2.655807365
cod200099;10;10;94;0.316167544;2.971974909
cod200099;11;46;140;1.4543707;4.426345609
cod200099;12;11;151;0.347784298;4.774129907
cod200099;13;12;163;0.379401052;5.153530959
cod200099;14;4;167;0.126467017;5.279997977
cod200099;15;0;167;0;5.279997977
cod200099;16;13;180;0.411017807;5.691015783
cod200099;17;21;201;0.663951841;6.354967624
cod200099;18;22;223;0.695568596;7.05053622
cod200099;19;1;224;0.031616754;7.082152975
cod200099;20;27;251;0.853652367;7.935805342
cod200099;21;31;282;0.980119385;8.915924727
cod200099;22;17;299;0.537484824;9.453409551
cod200099;23;18;317;0.569101578;10.02251113
cod200099;24;0;317;0;10.02251113
cod200099;25;9;326;0.284550789;10.30706192
cod200099;26;20;346;0.632335087;10.93939701
cod200099;27;26;372;0.822035613;11.76143262
cod200099;28;0;372;0;11.76143262
cod200099;29;5;377;0.158083772;11.91951639
cod200099;30;10;387;0.316167544;12.23568393
cod200099;31;11;398;0.347784298;12.58346823
cod200099;32;20;418;0.632335087;13.21580332
cod200099;33;12;430;0.379401052;13.59520437
cod200099;34;0;430;0;13.59520437
cod200099;35;13;443;0.411017807;14.00622218
cod200099;36;13;456;0.411017807;14.41723998
cod200099;37;0;456;0;14.41723998
cod200099;38;8;464;0.252934035;14.67017402
cod200099;39;4;468;0.126467017;14.79664104
cod200099;40;0;468;0;14.79664104
cod200099;41;18;486;0.569101578;15.36574261
cod200099;42;11;497;0.347784298;15.71352691
cod200099;43;59;556;1.865388507;17.57891542
cod200099;44;45;601;1.422753946;19.00166936
cod200099;45;13;614;0.411017807;19.41268717
cod200099;46;0;614;0;19.41268717
cod200099;47;4;618;0.126467017;19.53915419
cod200099;48;31;649;0.980119385;20.51927357
cod200099;49;17;666;0.537484824;21.0567584
cod200099;50;4;670;0.126467017;21.18322541
cod200099;51;81;751;2.560957102;23.74418252
cod200099;52;38;789;1.201436665;24.94561918
cod200099;53;94;883;2.971974909;27.91759409
cod200101;1;0;0;0;0
cod200101;2;0;0;0;0
cod200101;3;0;0;0;0
cod200101;4;0;0;0;0
cod200101;5;0;0;0;0
cod200101;6;0;0;0;0
cod200101;7;0;0;0;0
cod200101;8;0;0;0;0
cod200101;9;0;0;0;0
cod200101;10;0;0;0;0
cod200101;11;0;0;0;0
cod200101;12;0;0;0;0
cod200101;13;0;0;0;0
cod200101;14;0;0;0;0
cod200101;15;0;0;0;0
cod200101;16;0;0;0;0
cod200101;17;10;10;1.237302186;1.237302186
cod200101;18;0;10;0;1.237302186
cod200101;19;0;10;0;1.237302186
cod200101;20;0;10;0;1.237302186
cod200101;21;0;10;0;1.237302186
cod200101;22;0;10;0;1.237302186
cod200101;23;0;10;0;1.237302186
cod200101;24;0;10;0;1.237302186
cod200101;25;0;10;0;1.237302186
cod200101;26;0;10;0;1.237302186
cod200101;27;0;10;0;1.237302186
cod200101;28;0;10;0;1.237302186
cod200101;29;0;10;0;1.237302186
cod200101;30;0;10;0;1.237302186
cod200101;31;0;10;0;1.237302186
cod200101;32;0;10;0;1.237302186
cod200101;33;0;10;0;1.237302186
cod200101;34;19;29;2.350874154;3.58817634
cod200101;35;9;38;1.113571968;4.701748308
cod200101;36;0;38;0;4.701748308
cod200101;37;0;38;0;4.701748308
cod200101;38;0;38;0;4.701748308
cod200101;39;0;38;0;4.701748308
cod200101;40;0;38;0;4.701748308
cod200101;41;0;38;0;4.701748308
cod200101;42;0;38;0;4.701748308
cod200101;43;0;38;0;4.701748308
cod200101;44;0;38;0;4.701748308
cod200101;45;0;38;0;4.701748308
cod200101;46;0;38;0;4.701748308
cod200101;47;0;38;0;4.701748308
cod200101;48;0;38;0;4.701748308
cod200101;49;0;38;0;4.701748308
cod200101;50;0;38;0;4.701748308
cod200101;51;0;38;0;4.701748308
cod200101;52;0;38;0;4.701748308
cod200101;53;0;38;0;4.701748308
cod200102;1;0;0;0;0
cod200102;2;0;0;0;0
cod200102;3;0;0;0;0
cod200102;4;0;0;0;0
cod200102;5;0;0;0;0
cod200102;6;0;0;0;0
cod200102;7;0;0;0;0
cod200102;8;0;0;0;0
cod200102;9;0;0;0;0
cod200102;10;0;0;0;0
cod200102;11;0;0;0;0
cod200102;12;0;0;0;0
cod200102;13;0;0;0;0
cod200102;14;0;0;0;0
cod200102;15;0;0;0;0
cod200102;16;0;0;0;0
cod200102;17;0;0;0;0
cod200102;18;0;0;0;0
cod200102;19;5;5;0.338907228;0.338907228
cod200102;20;0;5;0;0.338907228
cod200102;21;0;5;0;0.338907228
cod200102;22;0;5;0;0.338907228
cod200102;23;0;5;0;0.338907228
cod200102;24;0;5;0;0.338907228
cod200102;25;0;5;0;0.338907228
cod200102;26;0;5;0;0.338907228
cod200102;27;0;5;0;0.338907228
cod200102;28;0;5;0;0.338907228
cod200102;29;0;5;0;0.338907228
cod200102;30;0;5;0;0.338907228
cod200102;31;0;5;0;0.338907228
cod200102;32;0;5;0;0.338907228
cod200102;33;0;5;0;0.338907228
cod200102;34;0;5;0;0.338907228
cod200102;35;0;5;0;0.338907228
cod200102;36;0;5;0;0.338907228
cod200102;37;0;5;0;0.338907228
cod200102;38;0;5;0;0.338907228
cod200102;39;0;5;0;0.338907228
cod200102;40;0;5;0;0.338907228
cod200102;41;0;5;0;0.338907228
cod200102;42;0;5;0;0.338907228
cod200102;43;0;5;0;0.338907228
cod200102;44;0;5;0;0.338907228
cod200102;45;0;5;0;0.338907228
cod200102;46;0;5;0;0.338907228
cod200102;47;0;5;0;0.338907228
cod200102;48;0;5;0;0.338907228
cod200102;49;0;5;0;0.338907228
cod200102;50;0;5;0;0.338907228
cod200102;51;0;5;0;0.338907228
cod200102;52;0;5;0;0.338907228
cod200102;53;0;5;0;0.338907228
cod200106;1;1;1;0.048932297;0.048932297
cod200106;2;1;2;0.048932297;0.097864595
cod200106;3;0;2;0;0.097864595
cod200106;4;0;2;0;0.097864595
cod200106;5;0;2;0;0.097864595
cod200106;6;6;8;0.293593784;0.391458378
cod200106;7;0;8;0;0.391458378
cod200106;8;0;8;0;0.391458378
cod200106;9;0;8;0;0.391458378
cod200106;10;1;9;0.048932297;0.440390675
cod200106;11;0;9;0;0.440390675
cod200106;12;0;9;0;0.440390675
cod200106;13;0;9;0;0.440390675
cod200106;14;7;16;0.342526081;0.782916756
cod200106;15;6;22;0.293593784;1.07651054
cod200106;16;0;22;0;1.07651054
cod200106;17;0;22;0;1.07651054
cod200106;18;1;23;0.048932297;1.125442837
cod200106;19;0;23;0;1.125442837
cod200106;20;9;32;0.440390675;1.565833513
cod200106;21;6;38;0.293593784;1.859427296
cod200106;22;0;38;0;1.859427296
cod200106;23;10;48;0.489322973;2.348750269
cod200106;24;0;48;0;2.348750269
cod200106;25;2;50;0.097864595;2.446614864
cod200106;26;4;54;0.195729189;2.642344053
cod200106;27;0;54;0;2.642344053
cod200106;28;0;54;0;2.642344053
cod200106;29;4;58;0.195729189;2.838073242
cod200106;30;0;58;0;2.838073242
cod200106;31;0;58;0;2.838073242
cod200106;32;0;58;0;2.838073242
cod200106;33;3;61;0.146796892;2.984870134
cod200106;34;1;62;0.048932297;3.033802431
cod200106;35;1;63;0.048932297;3.082734728
cod200106;36;0;63;0;3.082734728
cod200106;37;0;63;0;3.082734728
cod200106;38;0;63;0;3.082734728
cod200106;39;1;64;0.048932297;3.131667026
cod200106;40;0;64;0;3.131667026
cod200106;41;0;64;0;3.131667026
cod200106;42;0;64;0;3.131667026
cod200106;43;0;64;0;3.131667026
cod200106;44;2;66;0.097864595;3.22953162
cod200106;45;0;66;0;3.22953162
cod200106;46;0;66;0;3.22953162
cod200106;47;0;66;0;3.22953162
cod200106;48;0;66;0;3.22953162
cod200106;49;0;66;0;3.22953162
cod200106;50;0;66;0;3.22953162
cod200106;51;0;66;0;3.22953162
cod200106;52;0;66;0;3.22953162
cod200106;53;0;66;0;3.22953162
cod200107;1;0;0;0;0
cod200107;2;0;0;0;0
cod200107;3;0;0;0;0
cod200107;4;0;0;0;0
cod200107;5;13;13;1.510854911;1.510854911
cod200107;6;0;13;0;1.510854911
cod200107;7;1;14;0.116219609;1.62707452
cod200107;8;2;16;0.232439217;1.859513737
cod200107;9;6;22;0.697317651;2.556831389
cod200107;10;10;32;1.162196086;3.719027474
cod200107;11;0;32;0;3.719027474
cod200107;12;0;32;0;3.719027474
cod200107;13;0;32;0;3.719027474
cod200107;14;3;35;0.348658826;4.0676863
cod200107;15;0;35;0;4.0676863
cod200107;16;3;38;0.348658826;4.416345126
cod200107;17;0;38;0;4.416345126
cod200107;18;8;46;0.929756869;5.346101994
cod200107;19;0;46;0;5.346101994
cod200107;20;0;46;0;5.346101994
cod200107;21;0;46;0;5.346101994
cod200107;22;0;46;0;5.346101994
cod200107;23;1;47;0.116219609;5.462321603
cod200107;24;0;47;0;5.462321603
cod200107;25;0;47;0;5.462321603
cod200107;26;1;48;0.116219609;5.578541211
cod200107;27;1;49;0.116219609;5.69476082
cod200107;28;0;49;0;5.69476082
cod200107;29;1;50;0.116219609;5.810980429
cod200107;30;0;50;0;5.810980429
cod200107;31;0;50;0;5.810980429
cod200107;32;0;50;0;5.810980429
cod200107;33;0;50;0;5.810980429
cod200107;34;0;50;0;5.810980429
cod200107;35;0;50;0;5.810980429
cod200107;36;1;51;0.116219609;5.927200037
cod200107;37;0;51;0;5.927200037
cod200107;38;7;58;0.81353726;6.740737297
cod200107;39;0;58;0;6.740737297
cod200107;40;0;58;0;6.740737297
cod200107;41;1;59;0.116219609;6.856956906
cod200107;42;0;59;0;6.856956906
cod200107;43;0;59;0;6.856956906
cod200107;44;0;59;0;6.856956906
cod200107;45;1;60;0.116219609;6.973176514
cod200107;46;0;60;0;6.973176514
cod200107;47;0;60;0;6.973176514
cod200107;48;0;60;0;6.973176514
cod200107;49;3;63;0.348658826;7.32183534
cod200107;50;0;63;0;7.32183534
cod200107;51;0;63;0;7.32183534
cod200107;52;0;63;0;7.32183534
cod200107;53;0;63;0;7.32183534
cod200126;1;0;0;0;0
cod200126;2;0;0;0;0
cod200126;3;2;2;0.298436194;0.298436194
cod200126;4;0;2;0;0.298436194
cod200126;5;8;10;1.193744777;1.492180972
cod200126;6;0;10;0;1.492180972
cod200126;7;8;18;1.193744777;2.685925749
cod200126;8;1;19;0.149218097;2.835143846
cod200126;9;0;19;0;2.835143846
cod200126;10;0;19;0;2.835143846
cod200126;11;0;19;0;2.835143846
cod200126;12;0;19;0;2.835143846
cod200126;13;0;19;0;2.835143846
cod200126;14;0;19;0;2.835143846
cod200126;15;0;19;0;2.835143846
cod200126;16;0;19;0;2.835143846
cod200126;17;0;19;0;2.835143846
cod200126;18;0;19;0;2.835143846
cod200126;19;0;19;0;2.835143846
cod200126;20;0;19;0;2.835143846
cod200126;21;0;19;0;2.835143846
cod200126;22;0;19;0;2.835143846
cod200126;23;0;19;0;2.835143846
cod200126;24;0;19;0;2.835143846
cod200126;25;0;19;0;2.835143846
cod200126;26;0;19;0;2.835143846
cod200126;27;0;19;0;2.835143846
cod200126;28;0;19;0;2.835143846
cod200126;29;0;19;0;2.835143846
cod200126;30;0;19;0;2.835143846
cod200126;31;0;19;0;2.835143846
cod200126;32;0;19;0;2.835143846
cod200126;33;0;19;0;2.835143846
cod200126;34;0;19;0;2.835143846
cod200126;35;4;23;0.596872389;3.432016235
cod200126;36;0;23;0;3.432016235
cod200126;37;0;23;0;3.432016235
cod200126;38;0;23;0;3.432016235
cod200126;39;0;23;0;3.432016235
cod200126;40;0;23;0;3.432016235
cod200126;41;0;23;0;3.432016235
cod200126;42;0;23;0;3.432016235
cod200126;43;0;23;0;3.432016235
cod200126;44;0;23;0;3.432016235
cod200126;45;0;23;0;3.432016235
cod200126;46;0;23;0;3.432016235
cod200126;47;0;23;0;3.432016235
cod200126;48;0;23;0;3.432016235
cod200126;49;0;23;0;3.432016235
cod200126;50;0;23;0;3.432016235
cod200126;51;0;23;0;3.432016235
cod200126;52;0;23;0;3.432016235
cod200126;53;0;23;0;3.432016235
cod200127;1;6;6;0.500417014;0.500417014
cod200127;2;32;38;2.668890742;3.169307756
cod200127;3;14;52;1.1676397;4.336947456
cod200127;4;2;54;0.166805671;4.503753128
cod200127;5;2;56;0.166805671;4.670558799
cod200127;6;23;79;1.918265221;6.58882402
cod200127;7;16;95;1.334445371;7.923269391
cod200127;8;14;109;1.1676397;9.090909091
cod200127;9;10;119;0.834028357;9.924937448
cod200127;10;16;135;1.334445371;11.25938282
cod200127;11;6;141;0.500417014;11.75979983
cod200127;12;8;149;0.667222686;12.42702252
cod200127;13;12;161;1.000834028;13.42785655
cod200127;14;0;161;0;13.42785655
cod200127;15;0;161;0;13.42785655
cod200127;16;9;170;0.750625521;14.17848207
cod200127;17;17;187;1.417848207;15.59633028
cod200127;18;7;194;0.58381985;16.18015013
cod200127;19;13;207;1.084236864;17.26438699
cod200127;20;9;216;0.750625521;18.01501251
cod200127;21;20;236;1.668056714;19.68306922
cod200127;22;4;240;0.333611343;20.01668057
cod200127;23;0;240;0;20.01668057
cod200127;24;12;252;1.000834028;21.0175146
cod200127;25;8;260;0.667222686;21.68473728
cod200127;26;11;271;0.917431193;22.60216847
cod200127;27;10;281;0.834028357;23.43619683
cod200127;28;0;281;0;23.43619683
cod200127;29;13;294;1.084236864;24.52043369
cod200127;30;12;306;1.000834028;25.52126772
cod200127;31;9;315;0.750625521;26.27189324
cod200127;32;7;322;0.58381985;26.85571309
cod200127;33;20;342;1.668056714;28.52376981
cod200127;34;11;353;0.917431193;29.441201
cod200127;35;22;375;1.834862385;31.27606339
cod200127;36;13;388;1.084236864;32.36030025
cod200127;37;25;413;2.085070892;34.44537114
cod200127;38;14;427;1.1676397;35.61301084
cod200127;39;7;434;0.58381985;36.19683069
cod200127;40;3;437;0.250208507;36.4470392
cod200127;41;12;449;1.000834028;37.44787323
cod200127;42;15;464;1.251042535;38.69891576
cod200127;43;15;479;1.251042535;39.9499583
cod200127;44;0;479;0;39.9499583
cod200127;45;0;479;0;39.9499583
cod200127;46;32;511;2.668890742;42.61884904
cod200127;47;35;546;2.919099249;45.53794829
cod200127;48;0;546;0;45.53794829
cod200127;49;13;559;1.084236864;46.62218515
cod200127;50;0;559;0;46.62218515
cod200127;51;14;573;1.1676397;47.78982485
cod200127;52;17;590;1.417848207;49.20767306
cod200127;53;0;590;0;49.20767306
cod200128;1;0;0;0;0
cod200128;2;3;3;0.220291813;0.220291813
cod200128;3;53;56;3.891822034;4.112113847
cod200128;4;19;75;1.395181484;5.507295331
cod200128;5;17;92;1.248320275;6.755615605
cod200128;6;0;92;0;6.755615605
cod200128;7;6;98;0.440583626;7.196199232
cod200128;8;11;109;0.807736648;8.00393588
cod200128;9;0;109;0;8.00393588
cod200128;10;0;109;0;8.00393588
cod200128;11;2;111;0.146861209;8.150797089
cod200128;12;0;111;0;8.150797089
cod200128;13;1;112;0.073430604;8.224227694
cod200128;14;0;112;0;8.224227694
cod200128;15;0;112;0;8.224227694
cod200128;16;0;112;0;8.224227694
cod200128;17;0;112;0;8.224227694
cod200128;18;0;112;0;8.224227694
cod200128;19;0;112;0;8.224227694
cod200128;20;0;112;0;8.224227694
cod200128;21;0;112;0;8.224227694
cod200128;22;10;122;0.734306044;8.958533738
cod200128;23;0;122;0;8.958533738
cod200128;24;0;122;0;8.958533738
cod200128;25;0;122;0;8.958533738
cod200128;26;0;122;0;8.958533738
cod200128;27;0;122;0;8.958533738
cod200128;28;0;122;0;8.958533738
cod200128;29;0;122;0;8.958533738
cod200128;30;0;122;0;8.958533738
cod200128;31;0;122;0;8.958533738
cod200128;32;0;122;0;8.958533738
cod200128;33;1;123;0.073430604;9.031964342
cod200128;34;0;123;0;9.031964342
cod200128;35;72;195;5.287003517;14.31896786
cod200128;36;0;195;0;14.31896786
cod200128;37;0;195;0;14.31896786
cod200128;38;0;195;0;14.31896786
cod200128;39;0;195;0;14.31896786
cod200128;40;0;195;0;14.31896786
cod200128;41;2;197;0.146861209;14.46582907
cod200128;42;2;199;0.146861209;14.61269028
cod200128;43;6;205;0.440583626;15.0532739
cod200128;44;0;205;0;15.0532739
cod200128;45;0;205;0;15.0532739
cod200128;46;4;209;0.293722418;15.34699632
cod200128;47;6;215;0.440583626;15.78757995
cod200128;48;0;215;0;15.78757995
cod200128;49;2;217;0.146861209;15.93444116
cod200128;50;0;217;0;15.93444116
cod200128;51;0;217;0;15.93444116
cod200128;52;4;221;0.293722418;16.22816357
cod200128;53;0;221;0;16.22816357
cod200130;1;0;0;0;0
cod200130;2;0;0;0;0
cod200130;3;0;0;0;0
cod200130;4;0;0;0;0
cod200130;5;0;0;0;0
cod200130;6;0;0;0;0
cod200130;7;0;0;0;0
cod200130;8;0;0;0;0
cod200130;9;0;0;0;0
cod200130;10;0;0;0;0
cod200130;11;0;0;0;0
cod200130;12;0;0;0;0
cod200130;13;0;0;0;0
cod200130;14;0;0;0;0
cod200130;15;0;0;0;0
cod200130;16;0;0;0;0
cod200130;17;0;0;0;0
cod200130;18;0;0;0;0
cod200130;19;0;0;0;0
cod200130;20;5;5;0.877423883;0.877423883
cod200130;21;2;7;0.350969553;1.228393437
cod200130;22;0;7;0;1.228393437
cod200130;23;0;7;0;1.228393437
cod200130;24;0;7;0;1.228393437
cod200130;25;0;7;0;1.228393437
cod200130;26;0;7;0;1.228393437
cod200130;27;0;7;0;1.228393437
cod200130;28;0;7;0;1.228393437
cod200130;29;0;7;0;1.228393437
cod200130;30;0;7;0;1.228393437
cod200130;31;0;7;0;1.228393437
cod200130;32;0;7;0;1.228393437
cod200130;33;0;7;0;1.228393437
cod200130;34;0;7;0;1.228393437
cod200130;35;0;7;0;1.228393437
cod200130;36;0;7;0;1.228393437
cod200130;37;0;7;0;1.228393437
cod200130;38;0;7;0;1.228393437
cod200130;39;0;7;0;1.228393437
cod200130;40;0;7;0;1.228393437
cod200130;41;0;7;0;1.228393437
cod200130;42;0;7;0;1.228393437
cod200130;43;0;7;0;1.228393437
cod200130;44;0;7;0;1.228393437
cod200130;45;0;7;0;1.228393437
cod200130;46;0;7;0;1.228393437
cod200130;47;0;7;0;1.228393437
cod200130;48;0;7;0;1.228393437
cod200130;49;0;7;0;1.228393437
cod200130;50;0;7;0;1.228393437
cod200130;51;0;7;0;1.228393437
cod200130;52;0;7;0;1.228393437
cod200130;53;0;7;0;1.228393437
cod200133;1;0;0;0;0
cod200133;2;0;0;0;0
cod200133;3;0;0;0;0
cod200133;4;0;0;0;0
cod200133;5;59;59;5.570294281;5.570294281
cod200133;6;0;59;0;5.570294281
cod200133;7;0;59;0;5.570294281
cod200133;8;0;59;0;5.570294281
cod200133;9;0;59;0;5.570294281
cod200133;10;0;59;0;5.570294281
cod200133;11;0;59;0;5.570294281
cod200133;12;0;59;0;5.570294281
cod200133;13;14;73;1.321764745;6.892059026
cod200133;14;0;73;0;6.892059026
cod200133;15;0;73;0;6.892059026
cod200133;16;0;73;0;6.892059026
cod200133;17;0;73;0;6.892059026
cod200133;18;0;73;0;6.892059026
cod200133;19;0;73;0;6.892059026
cod200133;20;0;73;0;6.892059026
cod200133;21;0;73;0;6.892059026
cod200133;22;0;73;0;6.892059026
cod200133;23;0;73;0;6.892059026
cod200133;24;0;73;0;6.892059026
cod200133;25;0;73;0;6.892059026
cod200133;26;0;73;0;6.892059026
cod200133;27;0;73;0;6.892059026
cod200133;28;0;73;0;6.892059026
cod200133;29;0;73;0;6.892059026
cod200133;30;0;73;0;6.892059026
cod200133;31;0;73;0;6.892059026
cod200133;32;0;73;0;6.892059026
cod200133;33;0;73;0;6.892059026
cod200133;34;0;73;0;6.892059026
cod200133;35;0;73;0;6.892059026
cod200133;36;0;73;0;6.892059026
cod200133;37;0;73;0;6.892059026
cod200133;38;0;73;0;6.892059026
cod200133;39;0;73;0;6.892059026
cod200133;40;0;73;0;6.892059026
cod200133;41;0;73;0;6.892059026
cod200133;42;0;73;0;6.892059026
cod200133;43;0;73;0;6.892059026
cod200133;44;0;73;0;6.892059026
cod200133;45;0;73;0;6.892059026
cod200133;46;0;73;0;6.892059026
cod200133;47;0;73;0;6.892059026
cod200133;48;0;73;0;6.892059026
cod200133;49;0;73;0;6.892059026
cod200133;50;0;73;0;6.892059026
cod200133;51;0;73;0;6.892059026
cod200133;52;0;73;0;6.892059026
cod200133;53;0;73;0;6.892059026
cod200137;1;0;0;0;0
cod200137;2;3;3;0.114230449;0.114230449
cod200137;3;84;87;3.198452558;3.312683007
cod200137;4;40;127;1.523072647;4.835755653
cod200137;5;43;170;1.637303095;6.473058749
cod200137;6;0;170;0;6.473058749
cod200137;7;8;178;0.304614529;6.777673278
cod200137;8;4;182;0.152307265;6.929980543
cod200137;9;6;188;0.228460897;7.15844144
cod200137;10;0;188;0;7.15844144
cod200137;11;2;190;0.076153632;7.234595072
cod200137;12;2;192;0.076153632;7.310748704
cod200137;13;0;192;0;7.310748704
cod200137;14;0;192;0;7.310748704
cod200137;15;0;192;0;7.310748704
cod200137;16;0;192;0;7.310748704
cod200137;17;0;192;0;7.310748704
cod200137;18;3;195;0.114230449;7.424979153
cod200137;19;0;195;0;7.424979153
cod200137;20;0;195;0;7.424979153
cod200137;21;0;195;0;7.424979153
cod200137;22;41;236;1.561149463;8.986128616
cod200137;23;0;236;0;8.986128616
cod200137;24;0;236;0;8.986128616
cod200137;25;0;236;0;8.986128616
cod200137;26;0;236;0;8.986128616
cod200137;27;0;236;0;8.986128616
cod200137;28;0;236;0;8.986128616
cod200137;29;0;236;0;8.986128616
cod200137;30;0;236;0;8.986128616
cod200137;31;0;236;0;8.986128616
cod200137;32;0;236;0;8.986128616
cod200137;33;0;236;0;8.986128616
cod200137;34;0;236;0;8.986128616
cod200137;35;129;365;4.911909286;13.8980379
cod200137;36;2;367;0.076153632;13.97419153
cod200137;37;0;367;0;13.97419153
cod200137;38;0;367;0;13.97419153
cod200137;39;0;367;0;13.97419153
cod200137;40;0;367;0;13.97419153
cod200137;41;10;377;0.380768162;14.3549597
cod200137;42;2;379;0.076153632;14.43111333
cod200137;43;0;379;0;14.43111333
cod200137;44;0;379;0;14.43111333
cod200137;45;0;379;0;14.43111333
cod200137;46;6;385;0.228460897;14.65957423
cod200137;47;1;386;0.038076816;14.69765104
cod200137;48;0;386;0;14.69765104
cod200137;49;2;388;0.076153632;14.77380467
cod200137;50;0;388;0;14.77380467
cod200137;51;0;388;0;14.77380467
cod200137;52;1;389;0.038076816;14.81188149
cod200137;53;0;389;0;14.81188149
cod200138;1;0;0;0;0
cod200138;2;0;0;0;0
cod200138;3;0;0;0;0
cod200138;4;10;10;0.804207614;0.804207614
cod200138;5;7;17;0.56294533;1.367152944
cod200138;6;0;17;0;1.367152944
cod200138;7;5;22;0.402103807;1.769256751
cod200138;8;20;42;1.608415228;3.37767198
cod200138;9;0;42;0;3.37767198
cod200138;10;0;42;0;3.37767198
cod200138;11;0;42;0;3.37767198
cod200138;12;1;43;0.080420761;3.458092741
cod200138;13;1;44;0.080420761;3.538513503
cod200138;14;0;44;0;3.538513503
cod200138;15;0;44;0;3.538513503
cod200138;16;0;44;0;3.538513503
cod200138;17;0;44;0;3.538513503
cod200138;18;1;45;0.080420761;3.618934264
cod200138;19;0;45;0;3.618934264
cod200138;20;0;45;0;3.618934264
cod200138;21;0;45;0;3.618934264
cod200138;22;0;45;0;3.618934264
cod200138;23;0;45;0;3.618934264
cod200138;24;0;45;0;3.618934264
cod200138;25;1;46;0.080420761;3.699355025
cod200138;26;0;46;0;3.699355025
cod200138;27;1;47;0.080420761;3.779775787
cod200138;28;0;47;0;3.779775787
cod200138;29;0;47;0;3.779775787
cod200138;30;0;47;0;3.779775787
cod200138;31;0;47;0;3.779775787
cod200138;32;0;47;0;3.779775787
cod200138;33;0;47;0;3.779775787
cod200138;34;0;47;0;3.779775787
cod200138;35;2;49;0.160841523;3.94061731
cod200138;36;0;49;0;3.94061731
cod200138;37;3;52;0.241262284;4.181879594
cod200138;38;0;52;0;4.181879594
cod200138;39;0;52;0;4.181879594
cod200138;40;0;52;0;4.181879594
cod200138;41;2;54;0.160841523;4.342721117
cod200138;42;1;55;0.080420761;4.423141878
cod200138;43;0;55;0;4.423141878
cod200138;44;0;55;0;4.423141878
cod200138;45;0;55;0;4.423141878
cod200138;46;5;60;0.402103807;4.825245685
cod200138;47;1;61;0.080420761;4.905666447
cod200138;48;0;61;0;4.905666447
cod200138;49;0;61;0;4.905666447
cod200138;50;0;61;0;4.905666447
cod200138;51;0;61;0;4.905666447
cod200138;52;0;61;0;4.905666447
cod200138;53;0;61;0;4.905666447
cod200140;1;0;0;0;0
cod200140;2;0;0;0;0
cod200140;3;0;0;0;0
cod200140;4;0;0;0;0
cod200140;5;0;0;0;0
cod200140;6;6;6;0.304489701;0.304489701
cod200140;7;0;6;0;0.304489701
cod200140;8;0;6;0;0.304489701
cod200140;9;0;6;0;0.304489701
cod200140;10;5;11;0.253741417;0.558231118
cod200140;11;0;11;0;0.558231118
cod200140;12;0;11;0;0.558231118
cod200140;13;0;11;0;0.558231118
cod200140;14;2;13;0.101496567;0.659727685
cod200140;15;8;21;0.405986268;1.065713952
cod200140;16;0;21;0;1.065713952
cod200140;17;0;21;0;1.065713952
cod200140;18;0;21;0;1.065713952
cod200140;19;0;21;0;1.065713952
cod200140;20;0;21;0;1.065713952
cod200140;21;0;21;0;1.065713952
cod200140;22;0;21;0;1.065713952
cod200140;23;16;37;0.811972535;1.877686487
cod200140;24;0;37;0;1.877686487
cod200140;25;9;46;0.456734551;2.334421038
cod200140;26;7;53;0.355237984;2.689659022
cod200140;27;0;53;0;2.689659022
cod200140;28;0;53;0;2.689659022
cod200140;29;12;65;0.608979401;3.298638424
cod200140;30;0;65;0;3.298638424
cod200140;31;0;65;0;3.298638424
cod200140;32;0;65;0;3.298638424
cod200140;33;1;66;0.050748283;3.349386707
cod200140;34;0;66;0;3.349386707
cod200140;35;4;70;0.202993134;3.552379841
cod200140;36;0;70;0;3.552379841
cod200140;37;0;70;0;3.552379841
cod200140;38;0;70;0;3.552379841
cod200140;39;0;70;0;3.552379841
cod200140;40;0;70;0;3.552379841
cod200140;41;0;70;0;3.552379841
cod200140;42;0;70;0;3.552379841
cod200140;43;0;70;0;3.552379841
cod200140;44;0;70;0;3.552379841
cod200140;45;0;70;0;3.552379841
cod200140;46;0;70;0;3.552379841
cod200140;47;1;71;0.050748283;3.603128124
cod200140;48;0;71;0;3.603128124
cod200140;49;0;71;0;3.603128124
cod200140;50;0;71;0;3.603128124
cod200140;51;0;71;0;3.603128124
cod200140;52;0;71;0;3.603128124
cod200140;53;0;71;0;3.603128124
cod200141;1;0;0;0;0
cod200141;2;0;0;0;0
cod200141;3;0;0;0;0
cod200141;4;0;0;0;0
